city_state,city,state,year,id,holc_polygon,holc_grade,lat,lon,sum_bird_obs
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2001,"CT_Stamford, Darien, and New Canaan_B2_B_1360","CT_Stamford, Darien, and New Canaan_B2_B_1360_Aves_all_observations",B,41.08939,-73.519135,59
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2003,"CT_Stamford, Darien, and New Canaan_B2_B_1360","CT_Stamford, Darien, and New Canaan_B2_B_1360_Aves_all_observations",B,41.08939,-73.519135,1
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,1998,"CT_Stamford, Darien, and New Canaan_B2_B_1360","CT_Stamford, Darien, and New Canaan_B2_B_1360_Aves_all_observations",B,41.08939,-73.519135,9
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2000,"CT_Stamford, Darien, and New Canaan_B2_B_1360","CT_Stamford, Darien, and New Canaan_B2_B_1360_Aves_all_observations",B,41.08939,-73.519135,68
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2002,"CT_Stamford, Darien, and New Canaan_B2_B_1360","CT_Stamford, Darien, and New Canaan_B2_B_1360_Aves_all_observations",B,41.08939,-73.519135,21
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2021,"CT_Stamford, Darien, and New Canaan_B3_B_1361","CT_Stamford, Darien, and New Canaan_B3_B_1361_Aves_all_observations",B,41.056355,-73.557495,1
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2019,"CT_Stamford, Darien, and New Canaan_B3_B_1361","CT_Stamford, Darien, and New Canaan_B3_B_1361_Aves_all_observations",B,41.056355,-73.557495,21
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2018,"CT_Stamford, Darien, and New Canaan_B3_B_1361","CT_Stamford, Darien, and New Canaan_B3_B_1361_Aves_all_observations",B,41.056355,-73.557495,11
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2017,"CT_Stamford, Darien, and New Canaan_B3_B_1361","CT_Stamford, Darien, and New Canaan_B3_B_1361_Aves_all_observations",B,41.056355,-73.557495,2
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2016,"CT_Stamford, Darien, and New Canaan_B3_B_1361","CT_Stamford, Darien, and New Canaan_B3_B_1361_Aves_all_observations",B,41.056355,-73.557495,9
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2021,"CT_Stamford, Darien, and New Canaan_B4_B_1362","CT_Stamford, Darien, and New Canaan_B4_B_1362_Aves_all_observations",B,41.07083,-73.52386,1
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2019,"CT_Stamford, Darien, and New Canaan_B4_B_1362","CT_Stamford, Darien, and New Canaan_B4_B_1362_Aves_all_observations",B,41.07083,-73.52386,4
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2016,"CT_Stamford, Darien, and New Canaan_B4_B_1362","CT_Stamford, Darien, and New Canaan_B4_B_1362_Aves_all_observations",B,41.07083,-73.52386,1
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2013,"CT_Stamford, Darien, and New Canaan_B4_B_1362","CT_Stamford, Darien, and New Canaan_B4_B_1362_Aves_all_observations",B,41.07083,-73.52386,1
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2011,"CT_Stamford, Darien, and New Canaan_B4_B_1362","CT_Stamford, Darien, and New Canaan_B4_B_1362_Aves_all_observations",B,41.07083,-73.52386,2
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2010,"CT_Stamford, Darien, and New Canaan_B4_B_1362","CT_Stamford, Darien, and New Canaan_B4_B_1362_Aves_all_observations",B,41.07083,-73.52386,1
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2001,"CT_Stamford, Darien, and New Canaan_B4_B_1362","CT_Stamford, Darien, and New Canaan_B4_B_1362_Aves_all_observations",B,41.07083,-73.52386,13
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2022,"CT_Stamford, Darien, and New Canaan_B5_B_1363","CT_Stamford, Darien, and New Canaan_B5_B_1363_Aves_all_observations",B,41.059038,-73.50734,8
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2021,"CT_Stamford, Darien, and New Canaan_B5_B_1363","CT_Stamford, Darien, and New Canaan_B5_B_1363_Aves_all_observations",B,41.059038,-73.50734,98
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2006,"CT_Stamford, Darien, and New Canaan_B5_B_1363","CT_Stamford, Darien, and New Canaan_B5_B_1363_Aves_all_observations",B,41.059038,-73.50734,26
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2020,"CT_Stamford, Darien, and New Canaan_B5_B_1363","CT_Stamford, Darien, and New Canaan_B5_B_1363_Aves_all_observations",B,41.059038,-73.50734,138
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2019,"CT_Stamford, Darien, and New Canaan_B5_B_1363","CT_Stamford, Darien, and New Canaan_B5_B_1363_Aves_all_observations",B,41.059038,-73.50734,250
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,1970,"CT_Stamford, Darien, and New Canaan_B5_B_1363","CT_Stamford, Darien, and New Canaan_B5_B_1363_Aves_all_observations",B,41.059038,-73.50734,4
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,1977,"CT_Stamford, Darien, and New Canaan_B5_B_1363","CT_Stamford, Darien, and New Canaan_B5_B_1363_Aves_all_observations",B,41.059038,-73.50734,4
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2018,"CT_Stamford, Darien, and New Canaan_B5_B_1363","CT_Stamford, Darien, and New Canaan_B5_B_1363_Aves_all_observations",B,41.059038,-73.50734,37
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2017,"CT_Stamford, Darien, and New Canaan_B5_B_1363","CT_Stamford, Darien, and New Canaan_B5_B_1363_Aves_all_observations",B,41.059038,-73.50734,32
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2016,"CT_Stamford, Darien, and New Canaan_B5_B_1363","CT_Stamford, Darien, and New Canaan_B5_B_1363_Aves_all_observations",B,41.059038,-73.50734,33
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2013,"CT_Stamford, Darien, and New Canaan_B5_B_1363","CT_Stamford, Darien, and New Canaan_B5_B_1363_Aves_all_observations",B,41.059038,-73.50734,47
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2005,"CT_Stamford, Darien, and New Canaan_B5_B_1363","CT_Stamford, Darien, and New Canaan_B5_B_1363_Aves_all_observations",B,41.059038,-73.50734,4
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2009,"CT_Stamford, Darien, and New Canaan_B5_B_1363","CT_Stamford, Darien, and New Canaan_B5_B_1363_Aves_all_observations",B,41.059038,-73.50734,48
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2012,"CT_Stamford, Darien, and New Canaan_B5_B_1363","CT_Stamford, Darien, and New Canaan_B5_B_1363_Aves_all_observations",B,41.059038,-73.50734,101
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2008,"CT_Stamford, Darien, and New Canaan_B5_B_1363","CT_Stamford, Darien, and New Canaan_B5_B_1363_Aves_all_observations",B,41.059038,-73.50734,24
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2007,"CT_Stamford, Darien, and New Canaan_B5_B_1363","CT_Stamford, Darien, and New Canaan_B5_B_1363_Aves_all_observations",B,41.059038,-73.50734,24
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2011,"CT_Stamford, Darien, and New Canaan_B5_B_1363","CT_Stamford, Darien, and New Canaan_B5_B_1363_Aves_all_observations",B,41.059038,-73.50734,103
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2010,"CT_Stamford, Darien, and New Canaan_B5_B_1363","CT_Stamford, Darien, and New Canaan_B5_B_1363_Aves_all_observations",B,41.059038,-73.50734,13
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2015,"CT_Stamford, Darien, and New Canaan_B5_B_1363","CT_Stamford, Darien, and New Canaan_B5_B_1363_Aves_all_observations",B,41.059038,-73.50734,156
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2014,"CT_Stamford, Darien, and New Canaan_B5_B_1363","CT_Stamford, Darien, and New Canaan_B5_B_1363_Aves_all_observations",B,41.059038,-73.50734,82
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2021,"CT_Stamford, Darien, and New Canaan_B6_B_1364","CT_Stamford, Darien, and New Canaan_B6_B_1364_Aves_all_observations",B,41.033043,-73.531731,1
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2020,"CT_Stamford, Darien, and New Canaan_B6_B_1364","CT_Stamford, Darien, and New Canaan_B6_B_1364_Aves_all_observations",B,41.033043,-73.531731,6
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2019,"CT_Stamford, Darien, and New Canaan_B6_B_1364","CT_Stamford, Darien, and New Canaan_B6_B_1364_Aves_all_observations",B,41.033043,-73.531731,14
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,1969,"CT_Stamford, Darien, and New Canaan_B7_B_1365","CT_Stamford, Darien, and New Canaan_B7_B_1365_Aves_all_observations",B,41.043564,-73.51439,23
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2017,"CT_Stamford, Darien, and New Canaan_B7_B_1365","CT_Stamford, Darien, and New Canaan_B7_B_1365_Aves_all_observations",B,41.043564,-73.51439,1
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2013,"CT_Stamford, Darien, and New Canaan_B7_B_1365","CT_Stamford, Darien, and New Canaan_B7_B_1365_Aves_all_observations",B,41.043564,-73.51439,1
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2013,"CT_Stamford, Darien, and New Canaan_B8_B_1366","CT_Stamford, Darien, and New Canaan_B8_B_1366_Aves_all_observations",B,41.0621,-73.4986,2
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2021,"CT_Stamford, Darien, and New Canaan_B8_B_1366","CT_Stamford, Darien, and New Canaan_B8_B_1366_Aves_all_observations",B,41.0621,-73.4986,526
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2020,"CT_Stamford, Darien, and New Canaan_B8_B_1366","CT_Stamford, Darien, and New Canaan_B8_B_1366_Aves_all_observations",B,41.0621,-73.4986,628
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2019,"CT_Stamford, Darien, and New Canaan_B8_B_1366","CT_Stamford, Darien, and New Canaan_B8_B_1366_Aves_all_observations",B,41.0621,-73.4986,236
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2018,"CT_Stamford, Darien, and New Canaan_B8_B_1366","CT_Stamford, Darien, and New Canaan_B8_B_1366_Aves_all_observations",B,41.0621,-73.4986,486
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2017,"CT_Stamford, Darien, and New Canaan_B8_B_1366","CT_Stamford, Darien, and New Canaan_B8_B_1366_Aves_all_observations",B,41.0621,-73.4986,529
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2016,"CT_Stamford, Darien, and New Canaan_B8_B_1366","CT_Stamford, Darien, and New Canaan_B8_B_1366_Aves_all_observations",B,41.0621,-73.4986,24
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2015,"CT_Stamford, Darien, and New Canaan_B8_B_1366","CT_Stamford, Darien, and New Canaan_B8_B_1366_Aves_all_observations",B,41.0621,-73.4986,22
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2014,"CT_Stamford, Darien, and New Canaan_B8_B_1366","CT_Stamford, Darien, and New Canaan_B8_B_1366_Aves_all_observations",B,41.0621,-73.4986,4
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2011,"CT_Stamford, Darien, and New Canaan_B8_B_1366","CT_Stamford, Darien, and New Canaan_B8_B_1366_Aves_all_observations",B,41.0621,-73.4986,2
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2010,"CT_Stamford, Darien, and New Canaan_B8_B_1366","CT_Stamford, Darien, and New Canaan_B8_B_1366_Aves_all_observations",B,41.0621,-73.4986,6
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2004,"CT_Stamford, Darien, and New Canaan_B8_B_1366","CT_Stamford, Darien, and New Canaan_B8_B_1366_Aves_all_observations",B,41.0621,-73.4986,1
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2021,"CT_Stamford, Darien, and New Canaan_B9_B_1367","CT_Stamford, Darien, and New Canaan_B9_B_1367_Aves_all_observations",B,41.07324,-73.47221,21
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2008,"CT_Stamford, Darien, and New Canaan_B9_B_1367","CT_Stamford, Darien, and New Canaan_B9_B_1367_Aves_all_observations",B,41.07324,-73.47221,4
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2020,"CT_Stamford, Darien, and New Canaan_B9_B_1367","CT_Stamford, Darien, and New Canaan_B9_B_1367_Aves_all_observations",B,41.07324,-73.47221,55
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,1970,"CT_Stamford, Darien, and New Canaan_B9_B_1367","CT_Stamford, Darien, and New Canaan_B9_B_1367_Aves_all_observations",B,41.07324,-73.47221,17
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2019,"CT_Stamford, Darien, and New Canaan_B9_B_1367","CT_Stamford, Darien, and New Canaan_B9_B_1367_Aves_all_observations",B,41.07324,-73.47221,9
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2018,"CT_Stamford, Darien, and New Canaan_B9_B_1367","CT_Stamford, Darien, and New Canaan_B9_B_1367_Aves_all_observations",B,41.07324,-73.47221,29
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2017,"CT_Stamford, Darien, and New Canaan_B9_B_1367","CT_Stamford, Darien, and New Canaan_B9_B_1367_Aves_all_observations",B,41.07324,-73.47221,36
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2016,"CT_Stamford, Darien, and New Canaan_B9_B_1367","CT_Stamford, Darien, and New Canaan_B9_B_1367_Aves_all_observations",B,41.07324,-73.47221,3
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,1946,"CT_Stamford, Darien, and New Canaan_B9_B_1367","CT_Stamford, Darien, and New Canaan_B9_B_1367_Aves_all_observations",B,41.07324,-73.47221,85
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,1974,"CT_Stamford, Darien, and New Canaan_B9_B_1367","CT_Stamford, Darien, and New Canaan_B9_B_1367_Aves_all_observations",B,41.07324,-73.47221,13
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2014,"CT_Stamford, Darien, and New Canaan_B9_B_1367","CT_Stamford, Darien, and New Canaan_B9_B_1367_Aves_all_observations",B,41.07324,-73.47221,1
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2013,"CT_Stamford, Darien, and New Canaan_B9_B_1367","CT_Stamford, Darien, and New Canaan_B9_B_1367_Aves_all_observations",B,41.07324,-73.47221,1
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2009,"CT_Stamford, Darien, and New Canaan_B9_B_1367","CT_Stamford, Darien, and New Canaan_B9_B_1367_Aves_all_observations",B,41.07324,-73.47221,1
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2005,"CT_Stamford, Darien, and New Canaan_B9_B_1367","CT_Stamford, Darien, and New Canaan_B9_B_1367_Aves_all_observations",B,41.07324,-73.47221,1
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2022,"CT_Stamford, Darien, and New Canaan_C1_C_1368","CT_Stamford, Darien, and New Canaan_C1_C_1368_Aves_all_observations",C,41.060661,-73.54093,13
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2021,"CT_Stamford, Darien, and New Canaan_C1_C_1368","CT_Stamford, Darien, and New Canaan_C1_C_1368_Aves_all_observations",C,41.060661,-73.54093,178
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2020,"CT_Stamford, Darien, and New Canaan_C1_C_1368","CT_Stamford, Darien, and New Canaan_C1_C_1368_Aves_all_observations",C,41.060661,-73.54093,185
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2010,"CT_Stamford, Darien, and New Canaan_C1_C_1368","CT_Stamford, Darien, and New Canaan_C1_C_1368_Aves_all_observations",C,41.060661,-73.54093,86
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,1969,"CT_Stamford, Darien, and New Canaan_C1_C_1368","CT_Stamford, Darien, and New Canaan_C1_C_1368_Aves_all_observations",C,41.060661,-73.54093,25
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2019,"CT_Stamford, Darien, and New Canaan_C1_C_1368","CT_Stamford, Darien, and New Canaan_C1_C_1368_Aves_all_observations",C,41.060661,-73.54093,414
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2017,"CT_Stamford, Darien, and New Canaan_C1_C_1368","CT_Stamford, Darien, and New Canaan_C1_C_1368_Aves_all_observations",C,41.060661,-73.54093,1472
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2014,"CT_Stamford, Darien, and New Canaan_C1_C_1368","CT_Stamford, Darien, and New Canaan_C1_C_1368_Aves_all_observations",C,41.060661,-73.54093,49
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2018,"CT_Stamford, Darien, and New Canaan_C1_C_1368","CT_Stamford, Darien, and New Canaan_C1_C_1368_Aves_all_observations",C,41.060661,-73.54093,662
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,1994,"CT_Stamford, Darien, and New Canaan_C1_C_1368","CT_Stamford, Darien, and New Canaan_C1_C_1368_Aves_all_observations",C,41.060661,-73.54093,3
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2015,"CT_Stamford, Darien, and New Canaan_C1_C_1368","CT_Stamford, Darien, and New Canaan_C1_C_1368_Aves_all_observations",C,41.060661,-73.54093,100
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2016,"CT_Stamford, Darien, and New Canaan_C1_C_1368","CT_Stamford, Darien, and New Canaan_C1_C_1368_Aves_all_observations",C,41.060661,-73.54093,312
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,1999,"CT_Stamford, Darien, and New Canaan_C1_C_1368","CT_Stamford, Darien, and New Canaan_C1_C_1368_Aves_all_observations",C,41.060661,-73.54093,1
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2004,"CT_Stamford, Darien, and New Canaan_C1_C_1368","CT_Stamford, Darien, and New Canaan_C1_C_1368_Aves_all_observations",C,41.060661,-73.54093,1
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2012,"CT_Stamford, Darien, and New Canaan_C1_C_1368","CT_Stamford, Darien, and New Canaan_C1_C_1368_Aves_all_observations",C,41.060661,-73.54093,6
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2013,"CT_Stamford, Darien, and New Canaan_C1_C_1368","CT_Stamford, Darien, and New Canaan_C1_C_1368_Aves_all_observations",C,41.060661,-73.54093,27
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2006,"CT_Stamford, Darien, and New Canaan_C1_C_1368","CT_Stamford, Darien, and New Canaan_C1_C_1368_Aves_all_observations",C,41.060661,-73.54093,3
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2011,"CT_Stamford, Darien, and New Canaan_C1_C_1368","CT_Stamford, Darien, and New Canaan_C1_C_1368_Aves_all_observations",C,41.060661,-73.54093,1
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2022,"CT_Stamford, Darien, and New Canaan_C2_C_1369","CT_Stamford, Darien, and New Canaan_C2_C_1369_Aves_all_observations",C,41.034271,-73.544548,1
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2021,"CT_Stamford, Darien, and New Canaan_C2_C_1369","CT_Stamford, Darien, and New Canaan_C2_C_1369_Aves_all_observations",C,41.034271,-73.544548,99
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2018,"CT_Stamford, Darien, and New Canaan_C2_C_1369","CT_Stamford, Darien, and New Canaan_C2_C_1369_Aves_all_observations",C,41.034271,-73.544548,142
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2020,"CT_Stamford, Darien, and New Canaan_C2_C_1369","CT_Stamford, Darien, and New Canaan_C2_C_1369_Aves_all_observations",C,41.034271,-73.544548,50
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2019,"CT_Stamford, Darien, and New Canaan_C2_C_1369","CT_Stamford, Darien, and New Canaan_C2_C_1369_Aves_all_observations",C,41.034271,-73.544548,101
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2017,"CT_Stamford, Darien, and New Canaan_C2_C_1369","CT_Stamford, Darien, and New Canaan_C2_C_1369_Aves_all_observations",C,41.034271,-73.544548,45
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,1980,"CT_Stamford, Darien, and New Canaan_C2_C_1369","CT_Stamford, Darien, and New Canaan_C2_C_1369_Aves_all_observations",C,41.034271,-73.544548,5
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2014,"CT_Stamford, Darien, and New Canaan_C2_C_1369","CT_Stamford, Darien, and New Canaan_C2_C_1369_Aves_all_observations",C,41.034271,-73.544548,9
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2013,"CT_Stamford, Darien, and New Canaan_C2_C_1369","CT_Stamford, Darien, and New Canaan_C2_C_1369_Aves_all_observations",C,41.034271,-73.544548,7
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2012,"CT_Stamford, Darien, and New Canaan_C2_C_1369","CT_Stamford, Darien, and New Canaan_C2_C_1369_Aves_all_observations",C,41.034271,-73.544548,6
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2022,"CT_Stamford, Darien, and New Canaan_C3_C_1370","CT_Stamford, Darien, and New Canaan_C3_C_1370_Aves_all_observations",C,41.051057,-73.545682,4
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2021,"CT_Stamford, Darien, and New Canaan_C3_C_1370","CT_Stamford, Darien, and New Canaan_C3_C_1370_Aves_all_observations",C,41.051057,-73.545682,72
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2020,"CT_Stamford, Darien, and New Canaan_C3_C_1370","CT_Stamford, Darien, and New Canaan_C3_C_1370_Aves_all_observations",C,41.051057,-73.545682,5
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,1996,"CT_Stamford, Darien, and New Canaan_C3_C_1370","CT_Stamford, Darien, and New Canaan_C3_C_1370_Aves_all_observations",C,41.051057,-73.545682,1
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2019,"CT_Stamford, Darien, and New Canaan_C3_C_1370","CT_Stamford, Darien, and New Canaan_C3_C_1370_Aves_all_observations",C,41.051057,-73.545682,3
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,1997,"CT_Stamford, Darien, and New Canaan_C3_C_1370","CT_Stamford, Darien, and New Canaan_C3_C_1370_Aves_all_observations",C,41.051057,-73.545682,1
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2018,"CT_Stamford, Darien, and New Canaan_C3_C_1370","CT_Stamford, Darien, and New Canaan_C3_C_1370_Aves_all_observations",C,41.051057,-73.545682,15
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2017,"CT_Stamford, Darien, and New Canaan_C3_C_1370","CT_Stamford, Darien, and New Canaan_C3_C_1370_Aves_all_observations",C,41.051057,-73.545682,12
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2014,"CT_Stamford, Darien, and New Canaan_C3_C_1370","CT_Stamford, Darien, and New Canaan_C3_C_1370_Aves_all_observations",C,41.051057,-73.545682,5
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2013,"CT_Stamford, Darien, and New Canaan_C3_C_1370","CT_Stamford, Darien, and New Canaan_C3_C_1370_Aves_all_observations",C,41.051057,-73.545682,35
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2020,"CT_Stamford, Darien, and New Canaan_C4_C_1371","CT_Stamford, Darien, and New Canaan_C4_C_1371_Aves_all_observations",C,41.048602,-73.50278,1373
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2022,"CT_Stamford, Darien, and New Canaan_C4_C_1371","CT_Stamford, Darien, and New Canaan_C4_C_1371_Aves_all_observations",C,41.048602,-73.50278,11
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2011,"CT_Stamford, Darien, and New Canaan_C4_C_1371","CT_Stamford, Darien, and New Canaan_C4_C_1371_Aves_all_observations",C,41.048602,-73.50278,1316
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2021,"CT_Stamford, Darien, and New Canaan_C4_C_1371","CT_Stamford, Darien, and New Canaan_C4_C_1371_Aves_all_observations",C,41.048602,-73.50278,1330
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2019,"CT_Stamford, Darien, and New Canaan_C4_C_1371","CT_Stamford, Darien, and New Canaan_C4_C_1371_Aves_all_observations",C,41.048602,-73.50278,2333
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2013,"CT_Stamford, Darien, and New Canaan_C4_C_1371","CT_Stamford, Darien, and New Canaan_C4_C_1371_Aves_all_observations",C,41.048602,-73.50278,951
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2010,"CT_Stamford, Darien, and New Canaan_C4_C_1371","CT_Stamford, Darien, and New Canaan_C4_C_1371_Aves_all_observations",C,41.048602,-73.50278,2467
"Stamford, Darien, and New Canaan, CT","Stamford, Darien, and New Canaan",CT,2014,"CT_Stamford, Darien, and New Canaan_C4_C_1371","CT_Stamford, Darien, and New Canaan_C4_C_1371_Aves_all_observations",C,41.048602,-73.50278,1961
