city_state,city,state,year,collectionCode,id,id2,holc_polygon,holc_grade,lat,lon,area_holc_km2,sum_bird_obs
"Oakland, CA",Oakland,CA,2020,iNaturalist,CA_Oakland_B11_B_689,"Oakland, CA B11",CA_Oakland_B11_B_689_Aves_all_observations,B,37.838973,-122.247927,1.25451281813565,5
"Oakland, CA",Oakland,CA,2016,iNaturalist,CA_Oakland_B11_B_689,"Oakland, CA B11",CA_Oakland_B11_B_689_Aves_all_observations,B,37.838973,-122.247927,1.25451281813565,1
"Oakland, CA",Oakland,CA,2018,iNaturalist,CA_Oakland_B11_B_689,"Oakland, CA B11",CA_Oakland_B11_B_689_Aves_all_observations,B,37.838973,-122.247927,1.25451281813565,1
"Oakland, CA",Oakland,CA,2011,iNaturalist,CA_Oakland_B11_B_689,"Oakland, CA B11",CA_Oakland_B11_B_689_Aves_all_observations,B,37.838973,-122.247927,1.25451281813565,1
"Oakland, CA",Oakland,CA,2019,iNaturalist,CA_Oakland_B11_B_689,"Oakland, CA B11",CA_Oakland_B11_B_689_Aves_all_observations,B,37.838973,-122.247927,1.25451281813565,6
"Oakland, CA",Oakland,CA,2017,ebird,CA_Oakland_B11_B_689,"Oakland, CA B11",CA_Oakland_B11_B_689_Aves_all_observations,B,37.838973,-122.247927,1.25451281813565,248
"Oakland, CA",Oakland,CA,2018,ebird,CA_Oakland_B11_B_689,"Oakland, CA B11",CA_Oakland_B11_B_689_Aves_all_observations,B,37.838973,-122.247927,1.25451281813565,747
"Oakland, CA",Oakland,CA,2016,ebird,CA_Oakland_B11_B_689,"Oakland, CA B11",CA_Oakland_B11_B_689_Aves_all_observations,B,37.838973,-122.247927,1.25451281813565,217
"Oakland, CA",Oakland,CA,2017,iNaturalist,CA_Oakland_B11_B_689,"Oakland, CA B11",CA_Oakland_B11_B_689_Aves_all_observations,B,37.838973,-122.247927,1.25451281813565,1
"Oakland, CA",Oakland,CA,2010,ebird,CA_Oakland_B11_B_689,"Oakland, CA B11",CA_Oakland_B11_B_689_Aves_all_observations,B,37.838973,-122.247927,1.25451281813565,114
"Oakland, CA",Oakland,CA,2015,ebird,CA_Oakland_B11_B_689,"Oakland, CA B11",CA_Oakland_B11_B_689_Aves_all_observations,B,37.838973,-122.247927,1.25451281813565,357
"Oakland, CA",Oakland,CA,2010,other,CA_Oakland_B11_B_689,"Oakland, CA B11",CA_Oakland_B11_B_689_Aves_all_observations,B,37.838973,-122.247927,1.25451281813565,1
"Oakland, CA",Oakland,CA,2014,ebird,CA_Oakland_B11_B_689,"Oakland, CA B11",CA_Oakland_B11_B_689_Aves_all_observations,B,37.838973,-122.247927,1.25451281813565,538
"Oakland, CA",Oakland,CA,2009,ebird,CA_Oakland_B11_B_689,"Oakland, CA B11",CA_Oakland_B11_B_689_Aves_all_observations,B,37.838973,-122.247927,1.25451281813565,6
"Oakland, CA",Oakland,CA,2013,ebird,CA_Oakland_B11_B_689,"Oakland, CA B11",CA_Oakland_B11_B_689_Aves_all_observations,B,37.838973,-122.247927,1.25451281813565,389
"Oakland, CA",Oakland,CA,2012,ebird,CA_Oakland_B11_B_689,"Oakland, CA B11",CA_Oakland_B11_B_689_Aves_all_observations,B,37.838973,-122.247927,1.25451281813565,66
"Oakland, CA",Oakland,CA,2011,ebird,CA_Oakland_B11_B_689,"Oakland, CA B11",CA_Oakland_B11_B_689_Aves_all_observations,B,37.838973,-122.247927,1.25451281813565,52
"Oakland, CA",Oakland,CA,2001,other,CA_Oakland_B11_B_689,"Oakland, CA B11",CA_Oakland_B11_B_689_Aves_all_observations,B,37.838973,-122.247927,1.25451281813565,1
"Oakland, CA",Oakland,CA,2020,ebird,CA_Oakland_B12_B_690,"Oakland, CA B12",CA_Oakland_B12_B_690_Aves_all_observations,B,37.84242,-122.228912,0.790158089659237,493
"Oakland, CA",Oakland,CA,2020,iNaturalist,CA_Oakland_B12_B_690,"Oakland, CA B12",CA_Oakland_B12_B_690_Aves_all_observations,B,37.84242,-122.228912,0.790158089659237,4
"Oakland, CA",Oakland,CA,2019,ebird,CA_Oakland_B12_B_690,"Oakland, CA B12",CA_Oakland_B12_B_690_Aves_all_observations,B,37.84242,-122.228912,0.790158089659237,228
"Oakland, CA",Oakland,CA,2013,ebird,CA_Oakland_B12_B_690,"Oakland, CA B12",CA_Oakland_B12_B_690_Aves_all_observations,B,37.84242,-122.228912,0.790158089659237,489
"Oakland, CA",Oakland,CA,2018,ebird,CA_Oakland_B12_B_690,"Oakland, CA B12",CA_Oakland_B12_B_690_Aves_all_observations,B,37.84242,-122.228912,0.790158089659237,75
"Oakland, CA",Oakland,CA,2017,ebird,CA_Oakland_B12_B_690,"Oakland, CA B12",CA_Oakland_B12_B_690_Aves_all_observations,B,37.84242,-122.228912,0.790158089659237,117
"Oakland, CA",Oakland,CA,2012,other,CA_Oakland_B12_B_690,"Oakland, CA B12",CA_Oakland_B12_B_690_Aves_all_observations,B,37.84242,-122.228912,0.790158089659237,1
"Oakland, CA",Oakland,CA,2016,ebird,CA_Oakland_B12_B_690,"Oakland, CA B12",CA_Oakland_B12_B_690_Aves_all_observations,B,37.84242,-122.228912,0.790158089659237,185
"Oakland, CA",Oakland,CA,2017,iNaturalist,CA_Oakland_B12_B_690,"Oakland, CA B12",CA_Oakland_B12_B_690_Aves_all_observations,B,37.84242,-122.228912,0.790158089659237,1
"Oakland, CA",Oakland,CA,2011,ebird,CA_Oakland_B12_B_690,"Oakland, CA B12",CA_Oakland_B12_B_690_Aves_all_observations,B,37.84242,-122.228912,0.790158089659237,119
"Oakland, CA",Oakland,CA,2008,ebird,CA_Oakland_B12_B_690,"Oakland, CA B12",CA_Oakland_B12_B_690_Aves_all_observations,B,37.84242,-122.228912,0.790158089659237,265
"Oakland, CA",Oakland,CA,2007,ebird,CA_Oakland_B12_B_690,"Oakland, CA B12",CA_Oakland_B12_B_690_Aves_all_observations,B,37.84242,-122.228912,0.790158089659237,353
"Oakland, CA",Oakland,CA,2015,ebird,CA_Oakland_B12_B_690,"Oakland, CA B12",CA_Oakland_B12_B_690_Aves_all_observations,B,37.84242,-122.228912,0.790158089659237,355
"Oakland, CA",Oakland,CA,2002,other,CA_Oakland_B12_B_690,"Oakland, CA B12",CA_Oakland_B12_B_690_Aves_all_observations,B,37.84242,-122.228912,0.790158089659237,1
"Oakland, CA",Oakland,CA,2014,ebird,CA_Oakland_B12_B_690,"Oakland, CA B12",CA_Oakland_B12_B_690_Aves_all_observations,B,37.84242,-122.228912,0.790158089659237,331
"Oakland, CA",Oakland,CA,2014,iNaturalist,CA_Oakland_B12_B_690,"Oakland, CA B12",CA_Oakland_B12_B_690_Aves_all_observations,B,37.84242,-122.228912,0.790158089659237,1
"Oakland, CA",Oakland,CA,2012,ebird,CA_Oakland_B12_B_690,"Oakland, CA B12",CA_Oakland_B12_B_690_Aves_all_observations,B,37.84242,-122.228912,0.790158089659237,127
"Oakland, CA",Oakland,CA,2010,ebird,CA_Oakland_B12_B_690,"Oakland, CA B12",CA_Oakland_B12_B_690_Aves_all_observations,B,37.84242,-122.228912,0.790158089659237,323
"Oakland, CA",Oakland,CA,2004,other,CA_Oakland_B12_B_690,"Oakland, CA B12",CA_Oakland_B12_B_690_Aves_all_observations,B,37.84242,-122.228912,0.790158089659237,1
"Oakland, CA",Oakland,CA,2001,other,CA_Oakland_B12_B_690,"Oakland, CA B12",CA_Oakland_B12_B_690_Aves_all_observations,B,37.84242,-122.228912,0.790158089659237,1
"Oakland, CA",Oakland,CA,2009,ebird,CA_Oakland_B12_B_690,"Oakland, CA B12",CA_Oakland_B12_B_690_Aves_all_observations,B,37.84242,-122.228912,0.790158089659237,224
"Oakland, CA",Oakland,CA,2006,ebird,CA_Oakland_B12_B_690,"Oakland, CA B12",CA_Oakland_B12_B_690_Aves_all_observations,B,37.84242,-122.228912,0.790158089659237,121
"Oakland, CA",Oakland,CA,2020,iNaturalist,CA_Oakland_B13_B_691,"Oakland, CA B13",CA_Oakland_B13_B_691_Aves_all_observations,B,37.840253,-122.200128,0.789784056700356,9
"Oakland, CA",Oakland,CA,2020,ebird,CA_Oakland_B13_B_691,"Oakland, CA B13",CA_Oakland_B13_B_691_Aves_all_observations,B,37.840253,-122.200128,0.789784056700356,1158
"Oakland, CA",Oakland,CA,2020,other,CA_Oakland_B13_B_691,"Oakland, CA B13",CA_Oakland_B13_B_691_Aves_all_observations,B,37.840253,-122.200128,0.789784056700356,3
"Oakland, CA",Oakland,CA,2019,ebird,CA_Oakland_B13_B_691,"Oakland, CA B13",CA_Oakland_B13_B_691_Aves_all_observations,B,37.840253,-122.200128,0.789784056700356,421
"Oakland, CA",Oakland,CA,2019,iNaturalist,CA_Oakland_B13_B_691,"Oakland, CA B13",CA_Oakland_B13_B_691_Aves_all_observations,B,37.840253,-122.200128,0.789784056700356,3
"Oakland, CA",Oakland,CA,2003,other,CA_Oakland_B13_B_691,"Oakland, CA B13",CA_Oakland_B13_B_691_Aves_all_observations,B,37.840253,-122.200128,0.789784056700356,1
"Oakland, CA",Oakland,CA,2018,ebird,CA_Oakland_B13_B_691,"Oakland, CA B13",CA_Oakland_B13_B_691_Aves_all_observations,B,37.840253,-122.200128,0.789784056700356,725
"Oakland, CA",Oakland,CA,2017,ebird,CA_Oakland_B13_B_691,"Oakland, CA B13",CA_Oakland_B13_B_691_Aves_all_observations,B,37.840253,-122.200128,0.789784056700356,135
"Oakland, CA",Oakland,CA,2018,iNaturalist,CA_Oakland_B13_B_691,"Oakland, CA B13",CA_Oakland_B13_B_691_Aves_all_observations,B,37.840253,-122.200128,0.789784056700356,4
"Oakland, CA",Oakland,CA,2017,iNaturalist,CA_Oakland_B13_B_691,"Oakland, CA B13",CA_Oakland_B13_B_691_Aves_all_observations,B,37.840253,-122.200128,0.789784056700356,2
"Oakland, CA",Oakland,CA,2016,ebird,CA_Oakland_B13_B_691,"Oakland, CA B13",CA_Oakland_B13_B_691_Aves_all_observations,B,37.840253,-122.200128,0.789784056700356,33
"Oakland, CA",Oakland,CA,2015,ebird,CA_Oakland_B13_B_691,"Oakland, CA B13",CA_Oakland_B13_B_691_Aves_all_observations,B,37.840253,-122.200128,0.789784056700356,2
"Oakland, CA",Oakland,CA,2016,iNaturalist,CA_Oakland_B13_B_691,"Oakland, CA B13",CA_Oakland_B13_B_691_Aves_all_observations,B,37.840253,-122.200128,0.789784056700356,1
"Oakland, CA",Oakland,CA,2014,ebird,CA_Oakland_B13_B_691,"Oakland, CA B13",CA_Oakland_B13_B_691_Aves_all_observations,B,37.840253,-122.200128,0.789784056700356,105
"Oakland, CA",Oakland,CA,2014,iNaturalist,CA_Oakland_B13_B_691,"Oakland, CA B13",CA_Oakland_B13_B_691_Aves_all_observations,B,37.840253,-122.200128,0.789784056700356,1
"Oakland, CA",Oakland,CA,2013,ebird,CA_Oakland_B13_B_691,"Oakland, CA B13",CA_Oakland_B13_B_691_Aves_all_observations,B,37.840253,-122.200128,0.789784056700356,35
"Oakland, CA",Oakland,CA,2000,other,CA_Oakland_B13_B_691,"Oakland, CA B13",CA_Oakland_B13_B_691_Aves_all_observations,B,37.840253,-122.200128,0.789784056700356,2
"Oakland, CA",Oakland,CA,2012,ebird,CA_Oakland_B13_B_691,"Oakland, CA B13",CA_Oakland_B13_B_691_Aves_all_observations,B,37.840253,-122.200128,0.789784056700356,19
"Oakland, CA",Oakland,CA,2011,ebird,CA_Oakland_B13_B_691,"Oakland, CA B13",CA_Oakland_B13_B_691_Aves_all_observations,B,37.840253,-122.200128,0.789784056700356,22
"Oakland, CA",Oakland,CA,2001,other,CA_Oakland_B13_B_691,"Oakland, CA B13",CA_Oakland_B13_B_691_Aves_all_observations,B,37.840253,-122.200128,0.789784056700356,1
"Oakland, CA",Oakland,CA,2006,ebird,CA_Oakland_B13_B_691,"Oakland, CA B13",CA_Oakland_B13_B_691_Aves_all_observations,B,37.840253,-122.200128,0.789784056700356,25
"Oakland, CA",Oakland,CA,2020,ebird,CA_Oakland_B14_B_692,"Oakland, CA B14",CA_Oakland_B14_B_692_Aves_all_observations,B,37.823485,-122.244599,1.2968265005828,27
"Oakland, CA",Oakland,CA,2019,iNaturalist,CA_Oakland_B14_B_692,"Oakland, CA B14",CA_Oakland_B14_B_692_Aves_all_observations,B,37.823485,-122.244599,1.2968265005828,4
"Oakland, CA",Oakland,CA,2020,iNaturalist,CA_Oakland_B14_B_692,"Oakland, CA B14",CA_Oakland_B14_B_692_Aves_all_observations,B,37.823485,-122.244599,1.2968265005828,8
"Oakland, CA",Oakland,CA,2017,ebird,CA_Oakland_B14_B_692,"Oakland, CA B14",CA_Oakland_B14_B_692_Aves_all_observations,B,37.823485,-122.244599,1.2968265005828,5
"Oakland, CA",Oakland,CA,2019,ebird,CA_Oakland_B14_B_692,"Oakland, CA B14",CA_Oakland_B14_B_692_Aves_all_observations,B,37.823485,-122.244599,1.2968265005828,6
"Oakland, CA",Oakland,CA,2018,ebird,CA_Oakland_B14_B_692,"Oakland, CA B14",CA_Oakland_B14_B_692_Aves_all_observations,B,37.823485,-122.244599,1.2968265005828,12
"Oakland, CA",Oakland,CA,2018,iNaturalist,CA_Oakland_B14_B_692,"Oakland, CA B14",CA_Oakland_B14_B_692_Aves_all_observations,B,37.823485,-122.244599,1.2968265005828,11
"Oakland, CA",Oakland,CA,2016,ebird,CA_Oakland_B14_B_692,"Oakland, CA B14",CA_Oakland_B14_B_692_Aves_all_observations,B,37.823485,-122.244599,1.2968265005828,43
"Oakland, CA",Oakland,CA,2017,iNaturalist,CA_Oakland_B14_B_692,"Oakland, CA B14",CA_Oakland_B14_B_692_Aves_all_observations,B,37.823485,-122.244599,1.2968265005828,4
"Oakland, CA",Oakland,CA,2016,iNaturalist,CA_Oakland_B14_B_692,"Oakland, CA B14",CA_Oakland_B14_B_692_Aves_all_observations,B,37.823485,-122.244599,1.2968265005828,18
"Oakland, CA",Oakland,CA,2011,ebird,CA_Oakland_B14_B_692,"Oakland, CA B14",CA_Oakland_B14_B_692_Aves_all_observations,B,37.823485,-122.244599,1.2968265005828,4
"Oakland, CA",Oakland,CA,2009,ebird,CA_Oakland_B15_B_693,"Oakland, CA B15",CA_Oakland_B15_B_693_Aves_all_observations,B,37.826472,-122.239363,10.496023160087,1
"Oakland, CA",Oakland,CA,2020,ebird,CA_Oakland_B15_B_693,"Oakland, CA B15",CA_Oakland_B15_B_693_Aves_all_observations,B,37.826472,-122.239363,10.496023160087,16
"Oakland, CA",Oakland,CA,2020,iNaturalist,CA_Oakland_B15_B_693,"Oakland, CA B15",CA_Oakland_B15_B_693_Aves_all_observations,B,37.826472,-122.239363,10.496023160087,9
"Oakland, CA",Oakland,CA,2019,ebird,CA_Oakland_B15_B_693,"Oakland, CA B15",CA_Oakland_B15_B_693_Aves_all_observations,B,37.826472,-122.239363,10.496023160087,83
"Oakland, CA",Oakland,CA,2019,iNaturalist,CA_Oakland_B15_B_693,"Oakland, CA B15",CA_Oakland_B15_B_693_Aves_all_observations,B,37.826472,-122.239363,10.496023160087,4
"Oakland, CA",Oakland,CA,2018,ebird,CA_Oakland_B15_B_693,"Oakland, CA B15",CA_Oakland_B15_B_693_Aves_all_observations,B,37.826472,-122.239363,10.496023160087,20
"Oakland, CA",Oakland,CA,2017,ebird,CA_Oakland_B15_B_693,"Oakland, CA B15",CA_Oakland_B15_B_693_Aves_all_observations,B,37.826472,-122.239363,10.496023160087,26
"Oakland, CA",Oakland,CA,2018,iNaturalist,CA_Oakland_B15_B_693,"Oakland, CA B15",CA_Oakland_B15_B_693_Aves_all_observations,B,37.826472,-122.239363,10.496023160087,2
"Oakland, CA",Oakland,CA,2016,ebird,CA_Oakland_B15_B_693,"Oakland, CA B15",CA_Oakland_B15_B_693_Aves_all_observations,B,37.826472,-122.239363,10.496023160087,5
"Oakland, CA",Oakland,CA,2015,ebird,CA_Oakland_B15_B_693,"Oakland, CA B15",CA_Oakland_B15_B_693_Aves_all_observations,B,37.826472,-122.239363,10.496023160087,91
"Oakland, CA",Oakland,CA,2014,iNaturalist,CA_Oakland_B15_B_693,"Oakland, CA B15",CA_Oakland_B15_B_693_Aves_all_observations,B,37.826472,-122.239363,10.496023160087,2
"Oakland, CA",Oakland,CA,2014,ebird,CA_Oakland_B15_B_693,"Oakland, CA B15",CA_Oakland_B15_B_693_Aves_all_observations,B,37.826472,-122.239363,10.496023160087,16
"Oakland, CA",Oakland,CA,2013,ebird,CA_Oakland_B15_B_693,"Oakland, CA B15",CA_Oakland_B15_B_693_Aves_all_observations,B,37.826472,-122.239363,10.496023160087,16
"Oakland, CA",Oakland,CA,2020,ebird,CA_Oakland_B16_B_694,"Oakland, CA B16",CA_Oakland_B16_B_694_Aves_all_observations,B,37.820364,-122.247799,3.81298625733757,3
"Oakland, CA",Oakland,CA,2020,iNaturalist,CA_Oakland_B16_B_694,"Oakland, CA B16",CA_Oakland_B16_B_694_Aves_all_observations,B,37.820364,-122.247799,3.81298625733757,3
"Oakland, CA",Oakland,CA,2019,ebird,CA_Oakland_B16_B_694,"Oakland, CA B16",CA_Oakland_B16_B_694_Aves_all_observations,B,37.820364,-122.247799,3.81298625733757,312
"Oakland, CA",Oakland,CA,2018,iNaturalist,CA_Oakland_B16_B_694,"Oakland, CA B16",CA_Oakland_B16_B_694_Aves_all_observations,B,37.820364,-122.247799,3.81298625733757,3
"Oakland, CA",Oakland,CA,2019,iNaturalist,CA_Oakland_B16_B_694,"Oakland, CA B16",CA_Oakland_B16_B_694_Aves_all_observations,B,37.820364,-122.247799,3.81298625733757,4
"Oakland, CA",Oakland,CA,2018,ebird,CA_Oakland_B16_B_694,"Oakland, CA B16",CA_Oakland_B16_B_694_Aves_all_observations,B,37.820364,-122.247799,3.81298625733757,281
"Oakland, CA",Oakland,CA,2017,ebird,CA_Oakland_B16_B_694,"Oakland, CA B16",CA_Oakland_B16_B_694_Aves_all_observations,B,37.820364,-122.247799,3.81298625733757,326
"Oakland, CA",Oakland,CA,2016,ebird,CA_Oakland_B16_B_694,"Oakland, CA B16",CA_Oakland_B16_B_694_Aves_all_observations,B,37.820364,-122.247799,3.81298625733757,228
"Oakland, CA",Oakland,CA,2017,iNaturalist,CA_Oakland_B16_B_694,"Oakland, CA B16",CA_Oakland_B16_B_694_Aves_all_observations,B,37.820364,-122.247799,3.81298625733757,1
"Oakland, CA",Oakland,CA,2015,ebird,CA_Oakland_B16_B_694,"Oakland, CA B16",CA_Oakland_B16_B_694_Aves_all_observations,B,37.820364,-122.247799,3.81298625733757,189
"Oakland, CA",Oakland,CA,2014,ebird,CA_Oakland_B16_B_694,"Oakland, CA B16",CA_Oakland_B16_B_694_Aves_all_observations,B,37.820364,-122.247799,3.81298625733757,337
"Oakland, CA",Oakland,CA,2013,ebird,CA_Oakland_B16_B_694,"Oakland, CA B16",CA_Oakland_B16_B_694_Aves_all_observations,B,37.820364,-122.247799,3.81298625733757,50
"Oakland, CA",Oakland,CA,2012,ebird,CA_Oakland_B16_B_694,"Oakland, CA B16",CA_Oakland_B16_B_694_Aves_all_observations,B,37.820364,-122.247799,3.81298625733757,35
"Oakland, CA",Oakland,CA,2011,ebird,CA_Oakland_B16_B_694,"Oakland, CA B16",CA_Oakland_B16_B_694_Aves_all_observations,B,37.820364,-122.247799,3.81298625733757,12
"Oakland, CA",Oakland,CA,2009,ebird,CA_Oakland_B16_B_694,"Oakland, CA B16",CA_Oakland_B16_B_694_Aves_all_observations,B,37.820364,-122.247799,3.81298625733757,201
"Oakland, CA",Oakland,CA,2019,ebird,CA_Oakland_B17_B_695,"Oakland, CA B17",CA_Oakland_B17_B_695_Aves_all_observations,B,37.819496,-122.245509,0.34384082069259,1213
"Oakland, CA",Oakland,CA,2017,ebird,CA_Oakland_B17_B_695,"Oakland, CA B17",CA_Oakland_B17_B_695_Aves_all_observations,B,37.819496,-122.245509,0.34384082069259,431
"Oakland, CA",Oakland,CA,2019,iNaturalist,CA_Oakland_B17_B_695,"Oakland, CA B17",CA_Oakland_B17_B_695_Aves_all_observations,B,37.819496,-122.245509,0.34384082069259,32
"Oakland, CA",Oakland,CA,2020,iNaturalist,CA_Oakland_B17_B_695,"Oakland, CA B17",CA_Oakland_B17_B_695_Aves_all_observations,B,37.819496,-122.245509,0.34384082069259,46
"Oakland, CA",Oakland,CA,2020,ebird,CA_Oakland_B17_B_695,"Oakland, CA B17",CA_Oakland_B17_B_695_Aves_all_observations,B,37.819496,-122.245509,0.34384082069259,1099
"Oakland, CA",Oakland,CA,2018,ebird,CA_Oakland_B17_B_695,"Oakland, CA B17",CA_Oakland_B17_B_695_Aves_all_observations,B,37.819496,-122.245509,0.34384082069259,611
"Oakland, CA",Oakland,CA,2017,iNaturalist,CA_Oakland_B17_B_695,"Oakland, CA B17",CA_Oakland_B17_B_695_Aves_all_observations,B,37.819496,-122.245509,0.34384082069259,5
"Oakland, CA",Oakland,CA,2018,iNaturalist,CA_Oakland_B17_B_695,"Oakland, CA B17",CA_Oakland_B17_B_695_Aves_all_observations,B,37.819496,-122.245509,0.34384082069259,6
"Oakland, CA",Oakland,CA,2015,ebird,CA_Oakland_B17_B_695,"Oakland, CA B17",CA_Oakland_B17_B_695_Aves_all_observations,B,37.819496,-122.245509,0.34384082069259,400
"Oakland, CA",Oakland,CA,2016,ebird,CA_Oakland_B17_B_695,"Oakland, CA B17",CA_Oakland_B17_B_695_Aves_all_observations,B,37.819496,-122.245509,0.34384082069259,168
"Oakland, CA",Oakland,CA,2015,iNaturalist,CA_Oakland_B17_B_695,"Oakland, CA B17",CA_Oakland_B17_B_695_Aves_all_observations,B,37.819496,-122.245509,0.34384082069259,1
"Oakland, CA",Oakland,CA,2009,other,CA_Oakland_B17_B_695,"Oakland, CA B17",CA_Oakland_B17_B_695_Aves_all_observations,B,37.819496,-122.245509,0.34384082069259,1
"Oakland, CA",Oakland,CA,2014,ebird,CA_Oakland_B17_B_695,"Oakland, CA B17",CA_Oakland_B17_B_695_Aves_all_observations,B,37.819496,-122.245509,0.34384082069259,368
"Oakland, CA",Oakland,CA,2013,ebird,CA_Oakland_B17_B_695,"Oakland, CA B17",CA_Oakland_B17_B_695_Aves_all_observations,B,37.819496,-122.245509,0.34384082069259,143
"Oakland, CA",Oakland,CA,2003,ebird,CA_Oakland_B17_B_695,"Oakland, CA B17",CA_Oakland_B17_B_695_Aves_all_observations,B,37.819496,-122.245509,0.34384082069259,23
"Oakland, CA",Oakland,CA,2005,ebird,CA_Oakland_B17_B_695,"Oakland, CA B17",CA_Oakland_B17_B_695_Aves_all_observations,B,37.819496,-122.245509,0.34384082069259,73
"Oakland, CA",Oakland,CA,2012,ebird,CA_Oakland_B17_B_695,"Oakland, CA B17",CA_Oakland_B17_B_695_Aves_all_observations,B,37.819496,-122.245509,0.34384082069259,3
"Oakland, CA",Oakland,CA,2011,ebird,CA_Oakland_B17_B_695,"Oakland, CA B17",CA_Oakland_B17_B_695_Aves_all_observations,B,37.819496,-122.245509,0.34384082069259,3
"Oakland, CA",Oakland,CA,2010,ebird,CA_Oakland_B17_B_695,"Oakland, CA B17",CA_Oakland_B17_B_695_Aves_all_observations,B,37.819496,-122.245509,0.34384082069259,20
"Oakland, CA",Oakland,CA,2007,ebird,CA_Oakland_B17_B_695,"Oakland, CA B17",CA_Oakland_B17_B_695_Aves_all_observations,B,37.819496,-122.245509,0.34384082069259,48
"Oakland, CA",Oakland,CA,2009,ebird,CA_Oakland_B17_B_695,"Oakland, CA B17",CA_Oakland_B17_B_695_Aves_all_observations,B,37.819496,-122.245509,0.34384082069259,8
"Oakland, CA",Oakland,CA,2008,ebird,CA_Oakland_B17_B_695,"Oakland, CA B17",CA_Oakland_B17_B_695_Aves_all_observations,B,37.819496,-122.245509,0.34384082069259,16
"Oakland, CA",Oakland,CA,2006,ebird,CA_Oakland_B17_B_695,"Oakland, CA B17",CA_Oakland_B17_B_695_Aves_all_observations,B,37.819496,-122.245509,0.34384082069259,65
"Oakland, CA",Oakland,CA,2004,ebird,CA_Oakland_B17_B_695,"Oakland, CA B17",CA_Oakland_B17_B_695_Aves_all_observations,B,37.819496,-122.245509,0.34384082069259,31
"Oakland, CA",Oakland,CA,2014,iNaturalist,CA_Oakland_B17_B_695,"Oakland, CA B17",CA_Oakland_B17_B_695_Aves_all_observations,B,37.819496,-122.245509,0.34384082069259,8
"Oakland, CA",Oakland,CA,2004,other,CA_Oakland_B17_B_695,"Oakland, CA B17",CA_Oakland_B17_B_695_Aves_all_observations,B,37.819496,-122.245509,0.34384082069259,1
"Oakland, CA",Oakland,CA,2003,other,CA_Oakland_B17_B_695,"Oakland, CA B17",CA_Oakland_B17_B_695_Aves_all_observations,B,37.819496,-122.245509,0.34384082069259,1
"Oakland, CA",Oakland,CA,2011,iNaturalist,CA_Oakland_B17_B_695,"Oakland, CA B17",CA_Oakland_B17_B_695_Aves_all_observations,B,37.819496,-122.245509,0.34384082069259,2
"Oakland, CA",Oakland,CA,2012,iNaturalist,CA_Oakland_B17_B_695,"Oakland, CA B17",CA_Oakland_B17_B_695_Aves_all_observations,B,37.819496,-122.245509,0.34384082069259,1
"Oakland, CA",Oakland,CA,2002,other,CA_Oakland_B17_B_695,"Oakland, CA B17",CA_Oakland_B17_B_695_Aves_all_observations,B,37.819496,-122.245509,0.34384082069259,1
"Oakland, CA",Oakland,CA,2005,ebird,CA_Oakland_B18_B_696,"Oakland, CA B18",CA_Oakland_B18_B_696_Aves_all_observations,B,37.812412,-122.25059,0.818784296538447,5
"Oakland, CA",Oakland,CA,2020,iNaturalist,CA_Oakland_B18_B_696,"Oakland, CA B18",CA_Oakland_B18_B_696_Aves_all_observations,B,37.812412,-122.25059,0.818784296538447,24
"Oakland, CA",Oakland,CA,2020,ebird,CA_Oakland_B18_B_696,"Oakland, CA B18",CA_Oakland_B18_B_696_Aves_all_observations,B,37.812412,-122.25059,0.818784296538447,41
"Oakland, CA",Oakland,CA,2019,ebird,CA_Oakland_B18_B_696,"Oakland, CA B18",CA_Oakland_B18_B_696_Aves_all_observations,B,37.812412,-122.25059,0.818784296538447,33
"Oakland, CA",Oakland,CA,2018,ebird,CA_Oakland_B18_B_696,"Oakland, CA B18",CA_Oakland_B18_B_696_Aves_all_observations,B,37.812412,-122.25059,0.818784296538447,52
"Oakland, CA",Oakland,CA,2019,iNaturalist,CA_Oakland_B18_B_696,"Oakland, CA B18",CA_Oakland_B18_B_696_Aves_all_observations,B,37.812412,-122.25059,0.818784296538447,1
"Oakland, CA",Oakland,CA,2017,ebird,CA_Oakland_B18_B_696,"Oakland, CA B18",CA_Oakland_B18_B_696_Aves_all_observations,B,37.812412,-122.25059,0.818784296538447,7
"Oakland, CA",Oakland,CA,2018,iNaturalist,CA_Oakland_B18_B_696,"Oakland, CA B18",CA_Oakland_B18_B_696_Aves_all_observations,B,37.812412,-122.25059,0.818784296538447,1
"Oakland, CA",Oakland,CA,2015,ebird,CA_Oakland_B18_B_696,"Oakland, CA B18",CA_Oakland_B18_B_696_Aves_all_observations,B,37.812412,-122.25059,0.818784296538447,5
"Oakland, CA",Oakland,CA,2014,ebird,CA_Oakland_B18_B_696,"Oakland, CA B18",CA_Oakland_B18_B_696_Aves_all_observations,B,37.812412,-122.25059,0.818784296538447,1
"Oakland, CA",Oakland,CA,2013,ebird,CA_Oakland_B18_B_696,"Oakland, CA B18",CA_Oakland_B18_B_696_Aves_all_observations,B,37.812412,-122.25059,0.818784296538447,1
"Oakland, CA",Oakland,CA,2004,other,CA_Oakland_B18_B_696,"Oakland, CA B18",CA_Oakland_B18_B_696_Aves_all_observations,B,37.812412,-122.25059,0.818784296538447,1
